"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"explosões",-0.0126947948035233,0.00353137429960379,0.00163708696355188,-0.00037635104821674,0.00468996563778144,0.00149149504833592,-0.00474864793186808,0.0126733829893785,0.0109204778677751,0.0030724890001746,0.00428739628730073,-0.00433015551839303,0.0041617929497959,0.000584196663805809,-0.0139050964039728,-0.0176818242767608,-0.0141805652189107,-0.00436391027368141,0.0110730277440177,0.013172558680442,0.00761280539986694,-0.0102554671832918,-0.00860438077049618,-0.0154809633269529,-0.0186732802665358,-0.0107423616928055,-0.0706137050515057,0.00942295065803072,-0.014523966597754,-0.0231128227453416,-0.033706864163933,0.0254545701132174,-0.00596123977022663,-0.00163024086973102,-0.021566390938488,-0.0441153954201124,0.0970991574438498,-0.0651718958529266,0.0909753899495109,0.0084381564621496,0.0127657176570267,0.0285477745903042,0.0235905978877748,0.0460922076987878,-0.067062259787736,-1.67372570297443e-05,-0.00648523319680265,0.0317015732354664,0.0165629420912809,-0.0284354800944038
"grande",-0.0126947948035233,0.00353137429960379,0.00163708696355188,-0.00037635104821674,0.00468996563778144,0.00149149504833592,-0.00474864793186808,0.0126733829893785,0.0109204778677751,0.0030724890001746,0.00428739628730073,-0.00433015551839303,0.0041617929497959,0.000584196663805809,-0.0139050964039728,-0.0176818242767608,-0.0141805652189107,-0.00436391027368141,0.0110730277440177,0.013172558680442,0.00761280539986694,-0.0102554671832918,-0.00860438077049618,-0.0154809633269529,-0.0186732802665358,-0.0107423616928055,-0.0706137050515057,0.00942295065803072,-0.014523966597754,-0.0231128227453416,-0.033706864163933,0.0254545701132174,-0.00596123977022663,-0.00163024086973102,-0.021566390938488,-0.0441153954201124,0.0970991574438498,-0.0651718958529266,0.0909753899495109,0.0084381564621496,0.0127657176570267,0.0285477745903042,0.0235905978877748,0.0460922076987878,-0.067062259787736,-1.67372570297443e-05,-0.00648523319680265,0.0317015732354664,0.0165629420912809,-0.0284354800944038
"mistério",-0.0126947948035233,0.00353137429960379,0.00163708696355188,-0.00037635104821674,0.00468996563778144,0.00149149504833592,-0.00474864793186808,0.0126733829893785,0.0109204778677751,0.0030724890001746,0.00428739628730073,-0.00433015551839303,0.0041617929497959,0.000584196663805809,-0.0139050964039728,-0.0176818242767608,-0.0141805652189107,-0.00436391027368141,0.0110730277440177,0.013172558680442,0.00761280539986694,-0.0102554671832918,-0.00860438077049618,-0.0154809633269529,-0.0186732802665358,-0.0107423616928055,-0.0706137050515057,0.00942295065803072,-0.014523966597754,-0.0231128227453416,-0.033706864163933,0.0254545701132174,-0.00596123977022663,-0.00163024086973102,-0.021566390938488,-0.0441153954201124,0.0970991574438498,-0.0651718958529266,0.0909753899495109,0.0084381564621496,0.0127657176570267,0.0285477745903042,0.0235905978877748,0.0460922076987878,-0.067062259787736,-1.67372570297443e-05,-0.00648523319680265,0.0317015732354664,0.0165629420912809,-0.0284354800944038
"negros",-0.0126947948035233,0.00353137429960379,0.00163708696355188,-0.00037635104821674,0.00468996563778144,0.00149149504833592,-0.00474864793186808,0.0126733829893785,0.0109204778677751,0.0030724890001746,0.00428739628730073,-0.00433015551839303,0.0041617929497959,0.000584196663805809,-0.0139050964039728,-0.0176818242767608,-0.0141805652189107,-0.00436391027368141,0.0110730277440177,0.013172558680442,0.00761280539986694,-0.0102554671832918,-0.00860438077049618,-0.0154809633269529,-0.0186732802665358,-0.0107423616928055,-0.0706137050515057,0.00942295065803072,-0.014523966597754,-0.0231128227453416,-0.033706864163933,0.0254545701132174,-0.00596123977022663,-0.00163024086973102,-0.021566390938488,-0.0441153954201124,0.0970991574438498,-0.0651718958529266,0.0909753899495109,0.0084381564621496,0.0127657176570267,0.0285477745903042,0.0235905978877748,0.0460922076987878,-0.067062259787736,-1.67372570297443e-05,-0.00648523319680265,0.0317015732354664,0.0165629420912809,-0.0284354800944038
"originados",-0.0126947948035233,0.00353137429960379,0.00163708696355188,-0.00037635104821674,0.00468996563778144,0.00149149504833592,-0.00474864793186808,0.0126733829893785,0.0109204778677751,0.0030724890001746,0.00428739628730073,-0.00433015551839303,0.0041617929497959,0.000584196663805809,-0.0139050964039728,-0.0176818242767608,-0.0141805652189107,-0.00436391027368141,0.0110730277440177,0.013172558680442,0.00761280539986694,-0.0102554671832918,-0.00860438077049618,-0.0154809633269529,-0.0186732802665358,-0.0107423616928055,-0.0706137050515057,0.00942295065803072,-0.014523966597754,-0.0231128227453416,-0.033706864163933,0.0254545701132174,-0.00596123977022663,-0.00163024086973102,-0.021566390938488,-0.0441153954201124,0.0970991574438498,-0.0651718958529266,0.0909753899495109,0.0084381564621496,0.0127657176570267,0.0285477745903042,0.0235905978877748,0.0460922076987878,-0.067062259787736,-1.67372570297443e-05,-0.00648523319680265,0.0317015732354664,0.0165629420912809,-0.0284354800944038
"supernovas",-0.0126947948035233,0.00353137429960379,0.00163708696355188,-0.00037635104821674,0.00468996563778144,0.00149149504833592,-0.00474864793186808,0.0126733829893785,0.0109204778677751,0.0030724890001746,0.00428739628730073,-0.00433015551839303,0.0041617929497959,0.000584196663805809,-0.0139050964039728,-0.0176818242767608,-0.0141805652189107,-0.00436391027368141,0.0110730277440177,0.013172558680442,0.00761280539986694,-0.0102554671832918,-0.00860438077049618,-0.0154809633269529,-0.0186732802665358,-0.0107423616928055,-0.0706137050515057,0.00942295065803072,-0.014523966597754,-0.0231128227453416,-0.033706864163933,0.0254545701132174,-0.00596123977022663,-0.00163024086973102,-0.021566390938488,-0.0441153954201124,0.0970991574438498,-0.0651718958529266,0.0909753899495109,0.0084381564621496,0.0127657176570267,0.0285477745903042,0.0235905978877748,0.0460922076987878,-0.067062259787736,-1.67372570297443e-05,-0.00648523319680265,0.0317015732354664,0.0165629420912809,-0.0284354800944038
"surgem",-0.0126947948035233,0.00353137429960379,0.00163708696355188,-0.00037635104821674,0.00468996563778144,0.00149149504833592,-0.00474864793186808,0.0126733829893785,0.0109204778677751,0.0030724890001746,0.00428739628730073,-0.00433015551839303,0.0041617929497959,0.000584196663805809,-0.0139050964039728,-0.0176818242767608,-0.0141805652189107,-0.00436391027368141,0.0110730277440177,0.013172558680442,0.00761280539986694,-0.0102554671832918,-0.00860438077049618,-0.0154809633269529,-0.0186732802665358,-0.0107423616928055,-0.0706137050515057,0.00942295065803072,-0.014523966597754,-0.0231128227453416,-0.033706864163933,0.0254545701132174,-0.00596123977022663,-0.00163024086973102,-0.021566390938488,-0.0441153954201124,0.0970991574438498,-0.0651718958529266,0.0909753899495109,0.0084381564621496,0.0127657176570267,0.0285477745903042,0.0235905978877748,0.0460922076987878,-0.067062259787736,-1.67372570297443e-05,-0.00648523319680265,0.0317015732354664,0.0165629420912809,-0.0284354800944038
"teorias",-0.0126947948035233,0.00353137429960379,0.00163708696355188,-0.00037635104821674,0.00468996563778144,0.00149149504833592,-0.00474864793186808,0.0126733829893785,0.0109204778677751,0.0030724890001746,0.00428739628730073,-0.00433015551839303,0.0041617929497959,0.000584196663805809,-0.0139050964039728,-0.0176818242767608,-0.0141805652189107,-0.00436391027368141,0.0110730277440177,0.013172558680442,0.00761280539986694,-0.0102554671832918,-0.00860438077049618,-0.0154809633269529,-0.0186732802665358,-0.0107423616928055,-0.0706137050515057,0.00942295065803072,-0.014523966597754,-0.0231128227453416,-0.033706864163933,0.0254545701132174,-0.00596123977022663,-0.00163024086973102,-0.021566390938488,-0.0441153954201124,0.0970991574438498,-0.0651718958529266,0.0909753899495109,0.0084381564621496,0.0127657176570267,0.0285477745903042,0.0235905978877748,0.0460922076987878,-0.067062259787736,-1.67372570297443e-05,-0.00648523319680265,0.0317015732354664,0.0165629420912809,-0.0284354800944038
"aparentemente",-0.0163438760814869,0.00729097174266573,0.00224434245422862,0.00844891297848092,0.000257980184876119,-0.00148219419703797,0.00224133739573531,0.000319093095720952,0.00120308254776103,-0.00738755629812526,-0.00736276421537012,0.00979534556387204,0.0185457125096005,0.010000562312486,-0.00564632165356008,0.00923254112455494,0.0119266831237771,-0.0309760936140303,-0.0340142077426802,-0.019588402686628,-0.0241286109394685,0.0150753494234109,-0.0119818905359945,0.0114867100917126,-0.0265788902601808,0.00758355124979045,0.013992436950757,1.83825972145874e-05,-0.0145837995304966,0.0143403185366882,0.00042840050095664,0.00183780288368285,-0.0313956946162909,-0.011452879184856,-0.00116047361125932,-0.0071020124832995,0.0320067631679886,0.0078732259469319,-0.0373178630766644,-0.0349078969586303,-0.0112059091006858,0.0821678770972488,0.125363395625161,0.0447257352480729,0.0689294164048797,-0.041165408400289,0.0532558205281826,-0.0038181183221832,0.00399737925575041,0.00823448101206432
"defender",-0.0163438760814869,0.00729097174266573,0.00224434245422862,0.00844891297848092,0.000257980184876119,-0.00148219419703797,0.00224133739573531,0.000319093095720952,0.00120308254776103,-0.00738755629812526,-0.00736276421537012,0.00979534556387204,0.0185457125096005,0.010000562312486,-0.00564632165356008,0.00923254112455494,0.0119266831237771,-0.0309760936140303,-0.0340142077426802,-0.019588402686628,-0.0241286109394685,0.0150753494234109,-0.0119818905359945,0.0114867100917126,-0.0265788902601808,0.00758355124979045,0.013992436950757,1.83825972145874e-05,-0.0145837995304966,0.0143403185366882,0.00042840050095664,0.00183780288368285,-0.0313956946162909,-0.011452879184856,-0.00116047361125932,-0.0071020124832995,0.0320067631679886,0.0078732259469319,-0.0373178630766644,-0.0349078969586303,-0.0112059091006858,0.0821678770972488,0.125363395625161,0.0447257352480729,0.0689294164048797,-0.041165408400289,0.0532558205281826,-0.0038181183221832,0.00399737925575041,0.00823448101206432
"planta",-0.0163438760814869,0.00729097174266573,0.00224434245422862,0.00844891297848092,0.000257980184876119,-0.00148219419703797,0.00224133739573531,0.000319093095720952,0.00120308254776103,-0.00738755629812526,-0.00736276421537012,0.00979534556387204,0.0185457125096005,0.010000562312486,-0.00564632165356008,0.00923254112455494,0.0119266831237771,-0.0309760936140303,-0.0340142077426802,-0.019588402686628,-0.0241286109394685,0.0150753494234109,-0.0119818905359945,0.0114867100917126,-0.0265788902601808,0.00758355124979045,0.013992436950757,1.83825972145874e-05,-0.0145837995304966,0.0143403185366882,0.00042840050095664,0.00183780288368285,-0.0313956946162909,-0.011452879184856,-0.00116047361125932,-0.0071020124832995,0.0320067631679886,0.0078732259469319,-0.0373178630766644,-0.0349078969586303,-0.0112059091006858,0.0821678770972488,0.125363395625161,0.0447257352480729,0.0689294164048797,-0.041165408400289,0.0532558205281826,-0.0038181183221832,0.00399737925575041,0.00823448101206432
"arte",-0.0177172494148188,0.00462823086451095,0.0058729109597275,0.00828910405710519,-0.00780625836517031,0.00447920925209277,-0.00338898209728878,-0.000476507269738282,-0.00549454176324091,0.00981198949179202,-0.00696562592627237,0.000546228911455079,-0.00455573055212845,0.0103079013329508,-0.00511050209135127,0.000962842563958426,-0.015300239971593,-0.0148192957451156,0.00206109854547773,-0.00239074022653388,-0.000714550170903664,0.00148250957682768,-0.0128720148130579,0.0106778574677092,-0.00466346774146417,0.0119525276841065,0.0223018211559278,-0.00717456846129183,-0.0148303442203704,-0.00566029564306696,-0.0324598193686358,-0.044522919629203,0.0394664788315428,0.0370717522672614,-0.0260907244071612,0.082509669889719,0.00502658960398583,0.0350846704660092,0.0628897793426443,0.0143834228773426,-0.00130144094083216,-0.00387414789922794,-0.0109176566081344,-0.0341720293054229,-0.00805805744241688,-0.137273332081187,0.0251057700881773,0.064887058563228,0.000529465805600129,-0.00212845047935271
"busca",-0.0177172494148188,0.00462823086451095,0.0058729109597275,0.00828910405710519,-0.00780625836517031,0.00447920925209277,-0.00338898209728878,-0.000476507269738282,-0.00549454176324091,0.00981198949179202,-0.00696562592627237,0.000546228911455079,-0.00455573055212845,0.0103079013329508,-0.00511050209135127,0.000962842563958426,-0.015300239971593,-0.0148192957451156,0.00206109854547773,-0.00239074022653388,-0.000714550170903664,0.00148250957682768,-0.0128720148130579,0.0106778574677092,-0.00466346774146417,0.0119525276841065,0.0223018211559278,-0.00717456846129183,-0.0148303442203704,-0.00566029564306696,-0.0324598193686358,-0.044522919629203,0.0394664788315428,0.0370717522672614,-0.0260907244071612,0.082509669889719,0.00502658960398583,0.0350846704660092,0.0628897793426443,0.0143834228773426,-0.00130144094083216,-0.00387414789922794,-0.0109176566081344,-0.0341720293054229,-0.00805805744241688,-0.137273332081187,0.0251057700881773,0.064887058563228,0.000529465805600129,-0.00212845047935271
"compreensão",-0.0177172494148188,0.00462823086451095,0.0058729109597275,0.00828910405710519,-0.00780625836517031,0.00447920925209277,-0.00338898209728878,-0.000476507269738282,-0.00549454176324091,0.00981198949179202,-0.00696562592627237,0.000546228911455079,-0.00455573055212845,0.0103079013329508,-0.00511050209135127,0.000962842563958426,-0.015300239971593,-0.0148192957451156,0.00206109854547773,-0.00239074022653388,-0.000714550170903664,0.00148250957682768,-0.0128720148130579,0.0106778574677092,-0.00466346774146417,0.0119525276841065,0.0223018211559278,-0.00717456846129183,-0.0148303442203704,-0.00566029564306696,-0.0324598193686358,-0.044522919629203,0.0394664788315428,0.0370717522672614,-0.0260907244071612,0.082509669889719,0.00502658960398583,0.0350846704660092,0.0628897793426443,0.0143834228773426,-0.00130144094083216,-0.00387414789922794,-0.0109176566081344,-0.0341720293054229,-0.00805805744241688,-0.137273332081187,0.0251057700881773,0.064887058563228,0.000529465805600129,-0.00212845047935271
"espectador",-0.0177172494148188,0.00462823086451095,0.0058729109597275,0.00828910405710519,-0.00780625836517031,0.00447920925209277,-0.00338898209728878,-0.000476507269738282,-0.00549454176324091,0.00981198949179202,-0.00696562592627237,0.000546228911455079,-0.00455573055212845,0.0103079013329508,-0.00511050209135127,0.000962842563958426,-0.015300239971593,-0.0148192957451156,0.00206109854547773,-0.00239074022653388,-0.000714550170903664,0.00148250957682768,-0.0128720148130579,0.0106778574677092,-0.00466346774146417,0.0119525276841065,0.0223018211559278,-0.00717456846129183,-0.0148303442203704,-0.00566029564306696,-0.0324598193686358,-0.044522919629203,0.0394664788315428,0.0370717522672614,-0.0260907244071612,0.082509669889719,0.00502658960398583,0.0350846704660092,0.0628897793426443,0.0143834228773426,-0.00130144094083216,-0.00387414789922794,-0.0109176566081344,-0.0341720293054229,-0.00805805744241688,-0.137273332081187,0.0251057700881773,0.064887058563228,0.000529465805600129,-0.00212845047935271
"melhor",-0.0177172494148188,0.00462823086451095,0.0058729109597275,0.00828910405710519,-0.00780625836517031,0.00447920925209277,-0.00338898209728878,-0.000476507269738282,-0.00549454176324091,0.00981198949179202,-0.00696562592627237,0.000546228911455079,-0.00455573055212845,0.0103079013329508,-0.00511050209135127,0.000962842563958426,-0.015300239971593,-0.0148192957451156,0.00206109854547773,-0.00239074022653388,-0.000714550170903664,0.00148250957682768,-0.0128720148130579,0.0106778574677092,-0.00466346774146417,0.0119525276841065,0.0223018211559278,-0.00717456846129183,-0.0148303442203704,-0.00566029564306696,-0.0324598193686358,-0.044522919629203,0.0394664788315428,0.0370717522672614,-0.0260907244071612,0.082509669889719,0.00502658960398583,0.0350846704660092,0.0628897793426443,0.0143834228773426,-0.00130144094083216,-0.00387414789922794,-0.0109176566081344,-0.0341720293054229,-0.00805805744241688,-0.137273332081187,0.0251057700881773,0.064887058563228,0.000529465805600129,-0.00212845047935271
"objetivar",-0.0177172494148188,0.00462823086451095,0.0058729109597275,0.00828910405710519,-0.00780625836517031,0.00447920925209277,-0.00338898209728878,-0.000476507269738282,-0.00549454176324091,0.00981198949179202,-0.00696562592627237,0.000546228911455079,-0.00455573055212845,0.0103079013329508,-0.00511050209135127,0.000962842563958426,-0.015300239971593,-0.0148192957451156,0.00206109854547773,-0.00239074022653388,-0.000714550170903664,0.00148250957682768,-0.0128720148130579,0.0106778574677092,-0.00466346774146417,0.0119525276841065,0.0223018211559278,-0.00717456846129183,-0.0148303442203704,-0.00566029564306696,-0.0324598193686358,-0.044522919629203,0.0394664788315428,0.0370717522672614,-0.0260907244071612,0.082509669889719,0.00502658960398583,0.0350846704660092,0.0628897793426443,0.0143834228773426,-0.00130144094083216,-0.00387414789922794,-0.0109176566081344,-0.0341720293054229,-0.00805805744241688,-0.137273332081187,0.0251057700881773,0.064887058563228,0.000529465805600129,-0.00212845047935271
"padrões",-0.0177172494148188,0.00462823086451095,0.0058729109597275,0.00828910405710519,-0.00780625836517031,0.00447920925209277,-0.00338898209728878,-0.000476507269738282,-0.00549454176324091,0.00981198949179202,-0.00696562592627237,0.000546228911455079,-0.00455573055212845,0.0103079013329508,-0.00511050209135127,0.000962842563958426,-0.015300239971593,-0.0148192957451156,0.00206109854547773,-0.00239074022653388,-0.000714550170903664,0.00148250957682768,-0.0128720148130579,0.0106778574677092,-0.00466346774146417,0.0119525276841065,0.0223018211559278,-0.00717456846129183,-0.0148303442203704,-0.00566029564306696,-0.0324598193686358,-0.044522919629203,0.0394664788315428,0.0370717522672614,-0.0260907244071612,0.082509669889719,0.00502658960398583,0.0350846704660092,0.0628897793426443,0.0143834228773426,-0.00130144094083216,-0.00387414789922794,-0.0109176566081344,-0.0341720293054229,-0.00805805744241688,-0.137273332081187,0.0251057700881773,0.064887058563228,0.000529465805600129,-0.00212845047935271
"permite",-0.0177172494148188,0.00462823086451095,0.0058729109597275,0.00828910405710519,-0.00780625836517031,0.00447920925209277,-0.00338898209728878,-0.000476507269738282,-0.00549454176324091,0.00981198949179202,-0.00696562592627237,0.000546228911455079,-0.00455573055212845,0.0103079013329508,-0.00511050209135127,0.000962842563958426,-0.015300239971593,-0.0148192957451156,0.00206109854547773,-0.00239074022653388,-0.000714550170903664,0.00148250957682768,-0.0128720148130579,0.0106778574677092,-0.00466346774146417,0.0119525276841065,0.0223018211559278,-0.00717456846129183,-0.0148303442203704,-0.00566029564306696,-0.0324598193686358,-0.044522919629203,0.0394664788315428,0.0370717522672614,-0.0260907244071612,0.082509669889719,0.00502658960398583,0.0350846704660092,0.0628897793426443,0.0143834228773426,-0.00130144094083216,-0.00387414789922794,-0.0109176566081344,-0.0341720293054229,-0.00805805744241688,-0.137273332081187,0.0251057700881773,0.064887058563228,0.000529465805600129,-0.00212845047935271
"sentimentos",-0.0177172494148188,0.00462823086451095,0.0058729109597275,0.00828910405710519,-0.00780625836517031,0.00447920925209277,-0.00338898209728878,-0.000476507269738282,-0.00549454176324091,0.00981198949179202,-0.00696562592627237,0.000546228911455079,-0.00455573055212845,0.0103079013329508,-0.00511050209135127,0.000962842563958426,-0.015300239971593,-0.0148192957451156,0.00206109854547773,-0.00239074022653388,-0.000714550170903664,0.00148250957682768,-0.0128720148130579,0.0106778574677092,-0.00466346774146417,0.0119525276841065,0.0223018211559278,-0.00717456846129183,-0.0148303442203704,-0.00566029564306696,-0.0324598193686358,-0.044522919629203,0.0394664788315428,0.0370717522672614,-0.0260907244071612,0.082509669889719,0.00502658960398583,0.0350846704660092,0.0628897793426443,0.0143834228773426,-0.00130144094083216,-0.00387414789922794,-0.0109176566081344,-0.0341720293054229,-0.00805805744241688,-0.137273332081187,0.0251057700881773,0.064887058563228,0.000529465805600129,-0.00212845047935271
"significado",-0.0177172494148188,0.00462823086451095,0.0058729109597275,0.00828910405710519,-0.00780625836517031,0.00447920925209277,-0.00338898209728878,-0.000476507269738282,-0.00549454176324091,0.00981198949179202,-0.00696562592627237,0.000546228911455079,-0.00455573055212845,0.0103079013329508,-0.00511050209135127,0.000962842563958426,-0.015300239971593,-0.0148192957451156,0.00206109854547773,-0.00239074022653388,-0.000714550170903664,0.00148250957682768,-0.0128720148130579,0.0106778574677092,-0.00466346774146417,0.0119525276841065,0.0223018211559278,-0.00717456846129183,-0.0148303442203704,-0.00566029564306696,-0.0324598193686358,-0.044522919629203,0.0394664788315428,0.0370717522672614,-0.0260907244071612,0.082509669889719,0.00502658960398583,0.0350846704660092,0.0628897793426443,0.0143834228773426,-0.00130144094083216,-0.00387414789922794,-0.0109176566081344,-0.0341720293054229,-0.00805805744241688,-0.137273332081187,0.0251057700881773,0.064887058563228,0.000529465805600129,-0.00212845047935271
"avistou",-0.0308121140339317,-0.00867944304147932,0.0124366841992065,0.0238077877169335,0.0198159642097934,0.0102386369689764,0.0115789775861755,-0.00567201929054121,-0.0758998631068622,-0.0183609744109143,-0.0689784381770726,-0.00972977007722031,0.00526573368207776,-0.0171797000479583,-0.0183247499795962,-0.0196396023980967,0.0711794598290099,0.0292635308155391,0.0543652881355684,-0.0293442427751339,0.0529427329592508,0.000490341731678682,-0.0336280378728201,0.00905312725543403,-0.0339647584264975,0.00514118971473282,-0.0136798987723719,0.018673094444108,-0.0101131931781806,0.00247079890532021,-0.0176798892707473,0.0226885639268163,0.0205497667062371,-0.0129270126026927,-0.0195832450059691,0.0213826535830445,-0.0150233113134395,-0.0224733433336222,-0.0247430478456836,0.0384996772956965,0.00741642350741943,0.00495418472979796,0.0121567170678183,-0.00609591595232019,0.00467216180578775,0.00828452913135345,-0.00434533348340897,-0.0047587110717057,0.000745771633915988,0.00324285759582082
"banhado",-0.0308121140339317,-0.00867944304147932,0.0124366841992065,0.0238077877169335,0.0198159642097934,0.0102386369689764,0.0115789775861755,-0.00567201929054121,-0.0758998631068622,-0.0183609744109143,-0.0689784381770726,-0.00972977007722031,0.00526573368207776,-0.0171797000479583,-0.0183247499795962,-0.0196396023980967,0.0711794598290099,0.0292635308155391,0.0543652881355684,-0.0293442427751339,0.0529427329592508,0.000490341731678682,-0.0336280378728201,0.00905312725543403,-0.0339647584264975,0.00514118971473282,-0.0136798987723719,0.018673094444108,-0.0101131931781806,0.00247079890532021,-0.0176798892707473,0.0226885639268163,0.0205497667062371,-0.0129270126026927,-0.0195832450059691,0.0213826535830445,-0.0150233113134395,-0.0224733433336222,-0.0247430478456836,0.0384996772956965,0.00741642350741943,0.00495418472979796,0.0121567170678183,-0.00609591595232019,0.00467216180578775,0.00828452913135345,-0.00434533348340897,-0.0047587110717057,0.000745771633915988,0.00324285759582082
"bode",-0.0308121140339317,-0.00867944304147932,0.0124366841992065,0.0238077877169335,0.0198159642097934,0.0102386369689764,0.0115789775861755,-0.00567201929054121,-0.0758998631068622,-0.0183609744109143,-0.0689784381770726,-0.00972977007722031,0.00526573368207776,-0.0171797000479583,-0.0183247499795962,-0.0196396023980967,0.0711794598290099,0.0292635308155391,0.0543652881355684,-0.0293442427751339,0.0529427329592508,0.000490341731678682,-0.0336280378728201,0.00905312725543403,-0.0339647584264975,0.00514118971473282,-0.0136798987723719,0.018673094444108,-0.0101131931781806,0.00247079890532021,-0.0176798892707473,0.0226885639268163,0.0205497667062371,-0.0129270126026927,-0.0195832450059691,0.0213826535830445,-0.0150233113134395,-0.0224733433336222,-0.0247430478456836,0.0384996772956965,0.00741642350741943,0.00495418472979796,0.0121567170678183,-0.00609591595232019,0.00467216180578775,0.00828452913135345,-0.00434533348340897,-0.0047587110717057,0.000745771633915988,0.00324285759582082
"cômoro",-0.0308121140339317,-0.00867944304147932,0.0124366841992065,0.0238077877169335,0.0198159642097934,0.0102386369689764,0.0115789775861755,-0.00567201929054121,-0.0758998631068622,-0.0183609744109143,-0.0689784381770726,-0.00972977007722031,0.00526573368207776,-0.0171797000479583,-0.0183247499795962,-0.0196396023980967,0.0711794598290099,0.0292635308155391,0.0543652881355684,-0.0293442427751339,0.0529427329592508,0.000490341731678682,-0.0336280378728201,0.00905312725543403,-0.0339647584264975,0.00514118971473282,-0.0136798987723719,0.018673094444108,-0.0101131931781806,0.00247079890532021,-0.0176798892707473,0.0226885639268163,0.0205497667062371,-0.0129270126026927,-0.0195832450059691,0.0213826535830445,-0.0150233113134395,-0.0224733433336222,-0.0247430478456836,0.0384996772956965,0.00741642350741943,0.00495418472979796,0.0121567170678183,-0.00609591595232019,0.00467216180578775,0.00828452913135345,-0.00434533348340897,-0.0047587110717057,0.000745771633915988,0.00324285759582082
"dirigisse",-0.0308121140339317,-0.00867944304147932,0.0124366841992065,0.0238077877169335,0.0198159642097934,0.0102386369689764,0.0115789775861755,-0.00567201929054121,-0.0758998631068622,-0.0183609744109143,-0.0689784381770726,-0.00972977007722031,0.00526573368207776,-0.0171797000479583,-0.0183247499795962,-0.0196396023980967,0.0711794598290099,0.0292635308155391,0.0543652881355684,-0.0293442427751339,0.0529427329592508,0.000490341731678682,-0.0336280378728201,0.00905312725543403,-0.0339647584264975,0.00514118971473282,-0.0136798987723719,0.018673094444108,-0.0101131931781806,0.00247079890532021,-0.0176798892707473,0.0226885639268163,0.0205497667062371,-0.0129270126026927,-0.0195832450059691,0.0213826535830445,-0.0150233113134395,-0.0224733433336222,-0.0247430478456836,0.0384996772956965,0.00741642350741943,0.00495418472979796,0.0121567170678183,-0.00609591595232019,0.00467216180578775,0.00828452913135345,-0.00434533348340897,-0.0047587110717057,0.000745771633915988,0.00324285759582082
"farrapos",-0.0308121140339317,-0.00867944304147932,0.0124366841992065,0.0238077877169335,0.0198159642097934,0.0102386369689764,0.0115789775861755,-0.00567201929054121,-0.0758998631068622,-0.0183609744109143,-0.0689784381770726,-0.00972977007722031,0.00526573368207776,-0.0171797000479583,-0.0183247499795962,-0.0196396023980967,0.0711794598290099,0.0292635308155391,0.0543652881355684,-0.0293442427751339,0.0529427329592508,0.000490341731678682,-0.0336280378728201,0.00905312725543403,-0.0339647584264975,0.00514118971473282,-0.0136798987723719,0.018673094444108,-0.0101131931781806,0.00247079890532021,-0.0176798892707473,0.0226885639268163,0.0205497667062371,-0.0129270126026927,-0.0195832450059691,0.0213826535830445,-0.0150233113134395,-0.0224733433336222,-0.0247430478456836,0.0384996772956965,0.00741642350741943,0.00495418472979796,0.0121567170678183,-0.00609591595232019,0.00467216180578775,0.00828452913135345,-0.00434533348340897,-0.0047587110717057,0.000745771633915988,0.00324285759582082
"frente",-0.0308121140339317,-0.00867944304147932,0.0124366841992065,0.0238077877169335,0.0198159642097934,0.0102386369689764,0.0115789775861755,-0.00567201929054121,-0.0758998631068622,-0.0183609744109143,-0.0689784381770726,-0.00972977007722031,0.00526573368207776,-0.0171797000479583,-0.0183247499795962,-0.0196396023980967,0.0711794598290099,0.0292635308155391,0.0543652881355684,-0.0293442427751339,0.0529427329592508,0.000490341731678682,-0.0336280378728201,0.00905312725543403,-0.0339647584264975,0.00514118971473282,-0.0136798987723719,0.018673094444108,-0.0101131931781806,0.00247079890532021,-0.0176798892707473,0.0226885639268163,0.0205497667062371,-0.0129270126026927,-0.0195832450059691,0.0213826535830445,-0.0150233113134395,-0.0224733433336222,-0.0247430478456836,0.0384996772956965,0.00741642350741943,0.00495418472979796,0.0121567170678183,-0.00609591595232019,0.00467216180578775,0.00828452913135345,-0.00434533348340897,-0.0047587110717057,0.000745771633915988,0.00324285759582082
"junto",-0.0308121140339317,-0.00867944304147932,0.0124366841992065,0.0238077877169335,0.0198159642097934,0.0102386369689764,0.0115789775861755,-0.00567201929054121,-0.0758998631068622,-0.0183609744109143,-0.0689784381770726,-0.00972977007722031,0.00526573368207776,-0.0171797000479583,-0.0183247499795962,-0.0196396023980967,0.0711794598290099,0.0292635308155391,0.0543652881355684,-0.0293442427751339,0.0529427329592508,0.000490341731678682,-0.0336280378728201,0.00905312725543403,-0.0339647584264975,0.00514118971473282,-0.0136798987723719,0.018673094444108,-0.0101131931781806,0.00247079890532021,-0.0176798892707473,0.0226885639268163,0.0205497667062371,-0.0129270126026927,-0.0195832450059691,0.0213826535830445,-0.0150233113134395,-0.0224733433336222,-0.0247430478456836,0.0384996772956965,0.00741642350741943,0.00495418472979796,0.0121567170678183,-0.00609591595232019,0.00467216180578775,0.00828452913135345,-0.00434533348340897,-0.0047587110717057,0.000745771633915988,0.00324285759582082
